authorityCode,authorityName,countyID,authorityType,authorityTitle,authorityID
422286,SALLADASBURG,LYCOMING,D,BOROUGH,410215
422287,SALTILLO,HUNTINGDON,D,BOROUGH,310408
422288,SALTLICK,FAYETTE,D,TOWNSHIP,260307
422289,SALTSBURG,INDIANA,D,BOROUGH,320105
422290,SANDY,CLEARFIELD,D,TOWNSHIP,170305
422291,SANDY CREEK,MERCER,D,TOWNSHIP,430105
422292,SANDY LAKE,MERCER,D,BOROUGH,430608
422293,SANDY LAKE,MERCER,D,TOWNSHIP,430609
422294,SANDYCREEK,VENANGO,D,TOWNSHIP,610210
422295,SANKERTOWN,CAMBRIA,D,BOROUGH,110911
422296,SAUCON VALLEY S D,NORTHAMPTON,E,SCHOOL DISTRICT,480700
422297,SAVILLE,PERRY,D,TOWNSHIP,500408
422298,SAXONBURG,BUTLER,D,BOROUGH,100704
422299,SAXTON,BEDFORD,D,BOROUGH,50504
422300,SAYRE,BRADFORD,D,BOROUGH,80402
422301,SAYRE ASD,BRADFORD,E,SCHOOL DISTRICT,80400
422302,SCALP LEVEL,CAMBRIA,D,BOROUGH,561101
422303,SCHELLSBURG,BEDFORD,D,BOROUGH,50209
422304,SCHUYLKILL,CHESTER,D,TOWNSHIP,150803
422305,SCHUYLKILL,SCHUYLKILL,D,TOWNSHIP,541002
422306,SCHUYLKILL HAVEN,SCHUYLKILL,D,BOROUGH,540903
422307,SCHUYLKILL HAVEN ASD,SCHUYLKILL,E,SCHOOL DISTRICT,540900
422308,SCHUYLKILL VALLEY S D,BERKS,E,SCHOOL DISTRICT,61400
422309,SCHWENKSVILLE,MONTGOMERY,D,BOROUGH,461204
422310,SCOTT,COLUMBIA,D,TOWNSHIP,190406
422311,SCOTT,ALLEGHENY,D,TOWNSHIP,730504
422312,SCOTT,LAWRENCE,D,TOWNSHIP,370202
422313,SCOTT,LACKAWANNA,D,TOWNSHIP,350405
422314,SCOTT,WAYNE,D,TOWNSHIP,640113
422315,SCOTTDALE,WESTMORELAND,D,BOROUGH,651604
422316,SCRANTON,LACKAWANNA,D,CITY,350901
422317,SCRANTON S D,LACKAWANNA,E,SCHOOL DISTRICT,350900
422318,SCRUBGRASS,VENANGO,D,TOWNSHIP,160110
422319,SELINSGROVE,SNYDER,D,BOROUGH,550206
422320,SELINSGROVE ASD,SNYDER,E,SCHOOL DISTRICT,550200
422321,SELLERSVILLE,BUCKS,D,BOROUGH,91106
422322,SENECA VALLEY S D,BUTLER,E,SCHOOL DISTRICT,100800
422323,SERGEANT,MCKEAN,D,TOWNSHIP,420504
422324,SEVEN FIELDS,BUTLER,D,BOROUGH,100808
422325,SEVEN SPRINGS,SOMERSET,D,BOROUGH,560507
422326,SEVEN VALLEYS,YORK,D,BOROUGH,671207
422327,SEWARD,WESTMORELAND,D,BOROUGH,651008
422328,SEWICKLEY,ALLEGHENY,D,BOROUGH,711109
422329,SEWICKLEY,WESTMORELAND,D,TOWNSHIP,651703
422330,SEWICKLEY HEIGHTS,ALLEGHENY,D,BOROUGH,711110
422331,SEWICKLEY HILLS,ALLEGHENY,D,BOROUGH,711111
422332,SHADE,SOMERSET,D,TOWNSHIP,560702
422333,SHADE GAP,HUNTINGDON,D,BOROUGH,310409
422334,SHADE-CENTRAL CSD,SOMERSET,E,SCHOOL DISTRICT,560700
422335,SHALER,ALLEGHENY,D,TOWNSHIP,711204
422336,SHALER ASD,ALLEGHENY,E,SCHOOL DISTRICT,711200
422337,SHAMOKIN,NORTHUMBERLAND,D,CITY,490403
422338,SHAMOKIN,NORTHUMBERLAND,D,TOWNSHIP,490404
422339,SHAMOKIN ASD,NORTHUMBERLAND,E,SCHOOL DISTRICT,490400
422340,SHAMOKIN DAM,SNYDER,D,BOROUGH,550207
422341,SHANKSVILLE,SOMERSET,D,BOROUGH,560802
422342,SHANKSVILLE-STONYCREEK S D,SOMERSET,E,SCHOOL DISTRICT,560800
422343,SHARON,MERCER,D,CITY,430901
422344,SHARON,POTTER,D,TOWNSHIP,530505
422345,SHARON CSD,MERCER,E,SCHOOL DISTRICT,430900
422346,SHARON HILL,DELAWARE,D,BOROUGH,231104
422347,SHARPSBURG,ALLEGHENY,D,BOROUGH,710406
422348,SHARPSVILLE,MERCER,D,BOROUGH,431002
422349,SHARPSVILLE ASD,MERCER,E,SCHOOL DISTRICT,431000
422350,SHEAKLEYVILLE,MERCER,D,BOROUGH,430106
422351,SHEFFIELD,WARREN,D,TOWNSHIP,620117
422352,SHELOCTA,INDIANA,D,BOROUGH,320303
422353,SHENANDOAH,SCHUYLKILL,D,BOROUGH,540801
422354,SHENANDOAH VALLEY S D,SCHUYLKILL,E,SCHOOL DISTRICT,540800
422355,SHENANGO,LAWRENCE,D,TOWNSHIP,370601
422356,SHENANGO,MERCER,D,TOWNSHIP,431102
422357,SHENANGO ASD,LAWRENCE,E,SCHOOL DISTRICT,370600
422358,SHESHEQUIN,BRADFORD,D,TOWNSHIP,80104
422359,SHICKSHINNY,LUZERNE,D,BOROUGH,400705
422360,SHIKELLAMY S D,NORTHUMBERLAND,E,SCHOOL DISTRICT,490500
422361,SHILLINGTON,BERKS,D,BOROUGH,60805
422362,SHINGLEHOUSE,POTTER,D,BOROUGH,530506
422363,SHIPPEN,CAMERON,D,TOWNSHIP,120107
422364,SHIPPEN,TIOGA,D,TOWNSHIP,590306
422365,SHIPPENSBURG,CUMBERLAND,D,BOROUGH,210703
422366,SHIPPENSBURG,CUMBERLAND,D,TOWNSHIP,210704
422367,SHIPPENSBURG,FRANKLIN,D,BOROUGH,210703
422368,SHIPPENSBURG ASD,CUMBERLAND,E,SCHOOL DISTRICT,210700
422369,SHIPPENVILLE,CLARION,D,BOROUGH,160408
422370,SHIPPINGPORT,BEAVER,D,BOROUGH,41306
422371,SHIREMANSTOWN,CUMBERLAND,D,BOROUGH,210602
422372,SHIRLEY,HUNTINGDON,D,TOWNSHIP,310303
422373,SHIRLEYSBURG,HUNTINGDON,D,BOROUGH,310304
422374,SHOEMAKERSVILLE,BERKS,D,BOROUGH,60903
422375,SHOHOLA,PIKE,D,TOWNSHIP,520106
422376,SHREWSBURY,LYCOMING,D,TOWNSHIP,410108
422377,SHREWSBURY,SULLIVAN,D,TOWNSHIP,570113
422378,SHREWSBURY,YORK,D,BOROUGH,671105
422379,SHREWSBURY,YORK,D,TOWNSHIP,671106
422380,SILVER LAKE,SUSQUEHANNA,D,TOWNSHIP,580411
422381,SILVER SPRING,CUMBERLAND,D,TOWNSHIP,210404
422382,SILVERDALE,BUCKS,D,BOROUGH,91107
422383,SINKING SPRING,BERKS,D,BOROUGH,61602
422384,SKIPPACK,MONTGOMERY,D,TOWNSHIP,461205
422385,SLATINGTON,LEHIGH,D,BOROUGH,390401
422386,SLIGO,CLARION,D,BOROUGH,160704
422387,SLIPPERY ROCK,LAWRENCE,D,TOWNSHIP,370203
422388,SLIPPERY ROCK,BUTLER,D,BOROUGH,100608
422389,SLIPPERY ROCK,BUTLER,D,TOWNSHIP,100609
422390,SLIPPERY ROCK ASD,BUTLER,E,SCHOOL DISTRICT,100600
422391,SLOCUM,LUZERNE,D,TOWNSHIP,400107
422392,SMETHPORT,MCKEAN,D,BOROUGH,420505
422393,SMETHPORT ASD,MCKEAN,E,SCHOOL DISTRICT,420500
422394,SMICKSBURG,INDIANA,D,BOROUGH,30229
422395,SMITH,WASHINGTON,D,TOWNSHIP,630404
422396,SMITHFIELD,FAYETTE,D,BOROUGH,260107
422397,SMITHFIELD,BRADFORD,D,TOWNSHIP,80105
422398,SMITHFIELD,MONROE,D,TOWNSHIP,450104
422399,SMITHFIELD,HUNTINGDON,D,TOWNSHIP,310112
422400,SMITHTON,WESTMORELAND,D,BOROUGH,651704
422401,SNAKE SPRING,BEDFORD,D,TOWNSHIP,50110
422402,SNOW SHOE,CENTRE,D,BOROUGH,140108
422403,SNOW SHOE,CENTRE,D,TOWNSHIP,140109
422404,SNYDER,JEFFERSON,D,TOWNSHIP,330104
422405,SNYDER,BLAIR,D,TOWNSHIP,70601
422406,SNYDERTOWN,NORTHUMBERLAND,D,BOROUGH,490504
422407,SOUTH HUNTINGDON CO S D,HUNTINGDON,E,SCHOOL DISTRICT,310400
422408,SOUTH WILLIAMSPORT ASD,LYCOMING,E,SCHOOL DISTRICT,410700
422409,SOLANCO S D,LANCASTER,E,SCHOOL DISTRICT,361600
422410,SOLEBURY,BUCKS,D,TOWNSHIP,90902
422411,SOMERSET,WASHINGTON,D,TOWNSHIP,630205
422412,SOMERSET,SOMERSET,D,BOROUGH,560903
422413,SOMERSET,SOMERSET,D,TOWNSHIP,560904
422414,SOMERSET ASD,SOMERSET,E,SCHOOL DISTRICT,560900
422415,SOUDERTON,MONTGOMERY,D,BOROUGH,461504
422416,SOUDERTON ASD,MONTGOMERY,E,SCHOOL DISTRICT,461500
422417,SOUTH ABINGTON,LACKAWANNA,D,TOWNSHIP,350108
422418,SOUTH ALLEGHENY S D,ALLEGHENY,E,SCHOOL DISTRICT,720800
422419,SOUTH ANNVILLE,LEBANON,D,TOWNSHIP,380104
422420,SOUTH BEAVER,BEAVER,D,TOWNSHIP,40506
422421,SOUTH BEND,ARMSTRONG,D,TOWNSHIP,30222
422422,SOUTH BETHLEHEM,ARMSTRONG,D,BOROUGH,160604
422423,SOUTH BUFFALO,ARMSTRONG,D,TOWNSHIP,100202
422424,SOUTH BUTLER CO S D,BUTLER,E,SCHOOL DISTRICT,100700
422425,SOUTH CANAAN,WAYNE,D,TOWNSHIP,640205
422426,SOUTH CENTRE,COLUMBIA,D,TOWNSHIP,190407
422427,SOUTH COATESVILLE,CHESTER,D,BOROUGH,150206
422428,SOUTHERN COLUMBIA ASD,COLUMBIA,E,SCHOOL DISTRICT,190600
422429,SOUTH CONNELLSVILLE,FAYETTE,D,BOROUGH,260308
422430,SOUTH COVENTRY,CHESTER,D,TOWNSHIP,150605
422431,SOUTH CREEK,BRADFORD,D,TOWNSHIP,80607
422432,SOUTH EASTERN S D,YORK,E,SCHOOL DISTRICT,670900
422433,SOUTH FAYETTE,ALLEGHENY,D,TOWNSHIP,731301
422434,SOUTH FAYETTE TWP S D,ALLEGHENY,E,SCHOOL DISTRICT,731300
422435,SOUTH FORK,CAMBRIA,D,BOROUGH,110604
422436,SOUTH FRANKLIN,WASHINGTON,D,TOWNSHIP,631008
422437,SOUTH GREENSBURG GRNSBRG SLM,WESTMORELAND,D,BOROUGH,650604
422438,SOUTH HANOVER,DAUPHIN,D,TOWNSHIP,220505
422439,SOUTH HEIDELBERG,BERKS,D,TOWNSHIP,60405
422440,SOUTH HEIGHTS,BEAVER,D,BOROUGH,40205
422441,SOUTH HUNTINGDON,WESTMORELAND,D,TOWNSHIP,651705
422442,SOUTH LEBANON,LEBANON,D,TOWNSHIP,380205
422443,SOUTH LONDONDERRY,LEBANON,D,TOWNSHIP,380603
422444,SOUTH MAHONING,INDIANA,D,TOWNSHIP,320409
422445,SOUTH MANHEIM,SCHUYLKILL,D,TOWNSHIP,540904
422446,SOUTH MIDDLETON,CUMBERLAND,D,TOWNSHIP,210801
422447,SOUTH MIDDLETON S D,CUMBERLAND,E,SCHOOL DISTRICT,210800
422448,SOUTH NEW CASTLE,LAWRENCE,D,BOROUGH,370602
422449,SOUTH NEWTON,CUMBERLAND,D,TOWNSHIP,210107
422450,SOUTH PARK,ALLEGHENY,D,TOWNSHIP,731401
422451,SOUTH PARK S D,ALLEGHENY,E,SCHOOL DISTRICT,731400
422452,SOUTH PHILIPSBURG,CENTRE,D,BOROUGH,0
422453,SOUTH PYMATUNING,MERCER,D,TOWNSHIP,431003
422454,SOUTH RENOVO,CLINTON,D,BOROUGH,180126
422455,SOUTH SHENANGO,CRAWFORD,D,TOWNSHIP,200301
422456,SOUTH SIDE ASD,BEAVER,E,SCHOOL DISTRICT,41300
422457,SOUTH STRABANE,WASHINGTON,D,TOWNSHIP,631304
422458,SOUTH UNION,FAYETTE,D,TOWNSHIP,260503
422459,SOUTH VERSAILLES MCKEESPORT,ALLEGHENY,D,TOWNSHIP,720403
422460,SOUTH WAVERLY,BRADFORD,D,BOROUGH,80403
422461,SOUTH WESTERN S D,YORK,E,SCHOOL DISTRICT,671000
422462,SOUTH WHITEHALL,LEHIGH,D,TOWNSHIP,390602
422463,SOUTH WILLIAMSPORT,LYCOMING,D,BOROUGH,410703
422464,SOUTH WOODBURY,BEDFORD,D,TOWNSHIP,50404
422465,SOUTHAMPTON,BEDFORD,D,TOWNSHIP,50305
422466,SOUTHAMPTON,SOMERSET,D,TOWNSHIP,560306
422467,SOUTHAMPTON,CUMBERLAND,D,TOWNSHIP,210705
422468,SOUTHAMPTON,FRANKLIN,D,TOWNSHIP,210707
422469,SOUTHEAST DELCO S D,DELAWARE,E,SCHOOL DISTRICT,231100
422470,SOUTHEASTERN GREENE S D,GREENE,E,SCHOOL DISTRICT,300400
422471,SOUTHERN FULTON S D,FULTON,E,SCHOOL DISTRICT,290300
422472,SOUTHERN LEHIGH S D,LEHIGH,E,SCHOOL DISTRICT,390800
422473,SOUTHERN TIOGA S D,TIOGA,E,SCHOOL DISTRICT,590200
422474,SOUTHERN YORK CO S D,YORK,E,SCHOOL DISTRICT,671100
422475,SOUTHMONT,CAMBRIA,D,BOROUGH,111201
422476,SOUTHMORELAND S D,WESTMORELAND,E,SCHOOL DISTRICT,651600
422477,SOUTHWEST,WARREN,D,TOWNSHIP,200510
422478,SOUTHWEST GREENSBURG,WESTMORELAND,D,BOROUGH,650605
422479,SOUTHWEST MADISON,PERRY,D,TOWNSHIP,500409
422480,SPANGLER,CAMBRIA,D,BOROUGH,0
422481,SPARTA,CRAWFORD,D,TOWNSHIP,250101
422482,SPARTANSBURG,CRAWFORD,D,BOROUGH,250102
422483,SPEERS,WASHINGTON,D,BOROUGH,630705
422484,SPRING,CRAWFORD,D,TOWNSHIP,200111
422485,SPRING,CENTRE,D,TOWNSHIP,140204
422486,SPRING,SNYDER,D,TOWNSHIP,550110
422487,SPRING,PERRY,D,TOWNSHIP,500410
422488,SPRING,BERKS,D,TOWNSHIP,61603
422489,SPRING BROOK,LACKAWANNA,D,TOWNSHIP,350608
422490,SPRING CITY,CHESTER,D,BOROUGH,461701
422491,SPRING COVE S D,BLAIR,E,SCHOOL DISTRICT,70500
422492,SPRING CREEK,WARREN,D,TOWNSHIP,250108
422493,SPRING CREEK,ELK,D,TOWNSHIP,240204
422494,SPRING-FORD ASD,MONTGOMERY,E,SCHOOL DISTRICT,461700
422495,SPRING GARDEN,YORK,D,TOWNSHIP,671501
422496,SPRING GROVE,YORK,D,BOROUGH,671208
422497,SPRING GROVE ASD,YORK,E,SCHOOL DISTRICT,671200
422498,SPRINGBORO,CRAWFORD,D,BOROUGH,200112
422499,SPRINGDALE,ALLEGHENY,D,BOROUGH,710103
422500,SPRINGDALE,ALLEGHENY,D,TOWNSHIP,710104
422501,SPRINGETTSBURY CENTRL YORK,YORK,D,TOWNSHIP,670103
422502,SPRINGFIELD,FAYETTE,D,TOWNSHIP,260309
422503,SPRINGFIELD,YORK,D,TOWNSHIP,670204
422504,SPRINGFIELD,MERCER,D,TOWNSHIP,430404
422505,SPRINGFIELD,BRADFORD,D,TOWNSHIP,80608
422506,SPRINGFIELD,MONTGOMERY,D,TOWNSHIP,461601
422507,SPRINGFIELD,HUNTINGDON,D,TOWNSHIP,310410
422508,SPRINGFIELD,BUCKS,D,TOWNSHIP,91005
422509,SPRINGFIELD,DELAWARE,D,TOWNSHIP,231202
422510,SPRINGFIELD,ERIE,D,TOWNSHIP,251106
422511,SPRINGFIELD S D,DELAWARE,E,SCHOOL DISTRICT,231200
422512,SPRINGFIELD TWP S D,MONTGOMERY,E,SCHOOL DISTRICT,461600
422513,SPRINGHILL,FAYETTE,D,TOWNSHIP,260108
422514,SPRINGHILL,GREENE,D,TOWNSHIP,300509
422515,SPRINGVILLE,SUSQUEHANNA,D,TOWNSHIP,580205
422516,SPRUCE CREEK,HUNTINGDON,D,TOWNSHIP,310207
422517,SPRUCE HILL,JUNIATA,D,TOWNSHIP,340111
422518,ST CLAIR,WESTMORELAND,D,TOWNSHIP,651009
422519,ST CLAIR,SCHUYLKILL,D,BOROUGH,540706
422520,ST CLAIRSVILLE,BEDFORD,D,BOROUGH,50210
422521,ST LAWRENCE,BERKS,D,BOROUGH,60602
422522,ST MARYS,ELK,D,BOROUGH,0
422523,ST MARYS ASD,ELK,E,SCHOOL DISTRICT,240300
422524,ST PETERSBURG,CLARION,D,BOROUGH,160107
422525,ST THOMAS,FRANKLIN,D,TOWNSHIP,280404
422526,STANDING STONE,BRADFORD,D,TOWNSHIP,80506
422527,STARRUCCA,WAYNE,D,BOROUGH,580609
422528,STATE COLLEGE,CENTRE,D,BOROUGH,140407
422529,STATE COLLEGE ASD,CENTRE,E,SCHOOL DISTRICT,140400
422530,STEEL VALLEY S D,ALLEGHENY,E,SCHOOL DISTRICT,731500
422531,STEELTON,DAUPHIN,D,BOROUGH,220802
422532,STEELTON-HIGHSPIRE S D,DAUPHIN,E,SCHOOL DISTRICT,220800
422533,STERLING,WAYNE,D,TOWNSHIP,640206
422534,STEUBEN,CRAWFORD,D,TOWNSHIP,200412
422535,STEVENS,BRADFORD,D,TOWNSHIP,80705
422536,STEWARDSON,POTTER,D,TOWNSHIP,180129
422537,STEWART,FAYETTE,D,TOWNSHIP,260607
422538,STEWARTSTOWN,YORK,D,BOROUGH,670908
422539,STILLWATER,COLUMBIA,D,BOROUGH,190105
422540,STO-ROX S D,ALLEGHENY,E,SCHOOL DISTRICT,731600
422541,STOCKDALE,WASHINGTON,D,BOROUGH,630706
422542,STOCKERTOWN,NORTHAMPTON,D,BOROUGH,480404
422543,STONEBORO,MERCER,D,BOROUGH,430610
422544,STONYCREEK,CAMBRIA,D,TOWNSHIP,110704
422545,STONYCREEK,SOMERSET,D,TOWNSHIP,560803
422546,STOWE,ALLEGHENY,D,TOWNSHIP,731602
422547,STOYSTOWN,SOMERSET,D,BOROUGH,560406
422548,STRABAN CONEWGO VAL,ADAMS,D,TOWNSHIP,10210
422549,STRASBURG,LANCASTER,D,BOROUGH,360901
422550,STRASBURG,LANCASTER,D,TOWNSHIP,360902
422551,STRATTANVILLE,CLARION,D,BOROUGH,160304
422552,STRAUSSTOWN,BERKS,D,BOROUGH,60904
422553,STROUD,MONROE,D,TOWNSHIP,450403
422554,STROUDSBURG,MONROE,D,BOROUGH,450404
422555,STROUDSBURG ASD,MONROE,E,SCHOOL DISTRICT,450400
422556,SUGAR GROVE,MERCER,D,TOWNSHIP,430303
422557,SUGAR GROVE,WARREN,D,BOROUGH,620118
422558,SUGAR GROVE,WARREN,D,TOWNSHIP,620119
422559,SUGAR NOTCH,LUZERNE,D,BOROUGH,400403
422560,SUGARCREEK,ARMSTRONG,D,TOWNSHIP,100303
422561,SUGARCREEK,VENANGO,D,BOROUGH,610403
422562,SUGARLOAF,COLUMBIA,D,TOWNSHIP,190106
422563,SUGARLOAF,LUZERNE,D,TOWNSHIP,400511
422564,SULLIVAN,TIOGA,D,TOWNSHIP,590215
422565,SULLIVAN COUNTY S D,SULLIVAN,E,SCHOOL DISTRICT,570100
422566,SUMMERHILL,CRAWFORD,D,TOWNSHIP,200113
422567,SUMMERHILL,CAMBRIA,D,BOROUGH,110605
422568,SUMMERHILL,CAMBRIA,D,TOWNSHIP,110606
422569,SUMMERVILLE,JEFFERSON,D,BOROUGH,330210
422570,SUMMIT,CRAWFORD,D,TOWNSHIP,200114
422571,SUMMIT,BUTLER,D,TOWNSHIP,100109
422572,SUMMIT,POTTER,D,TOWNSHIP,530206
422573,SUMMIT,ERIE,D,TOWNSHIP,250403
422574,SUMMIT,SOMERSET,D,TOWNSHIP,560307
422575,SUMMIT HILL,CARBON,D,BOROUGH,130403
422576,SUNBURY,NORTHUMBERLAND,D,CITY,490505
422577,SUSQUEHANNA,JUNIATA,D,TOWNSHIP,340112
422578,SUSQUEHANNA,CAMBRIA,D,TOWNSHIP,110803
422579,SUSQUEHANNA,LYCOMING,D,TOWNSHIP,410704
422580,SUSQUEHANNA,DAUPHIN,D,TOWNSHIP,220901
422581,SUSQUEHANNA COMM S D,SUSQUEHANNA,E,SCHOOL DISTRICT,580600
422582,SUSQUEHANNA DEPOT,SUSQUEHANNA,D,BOROUGH,580606
422583,SUSQUEHANNA TWP S D,DAUPHIN,E,SCHOOL DISTRICT,220900
422584,SUSQUENITA S D,PERRY,E,SCHOOL DISTRICT,500300
422585,SUTERSVILLE,WESTMORELAND,D,BOROUGH,651706
422586,SWARTHMORE,DELAWARE,D,BOROUGH,231404
422587,SWATARA,DAUPHIN,D,TOWNSHIP,220106
422588,SWATARA,LEBANON,D,TOWNSHIP,380505
422589,SWEDEN,POTTER,D,TOWNSHIP,530207
422590,SWISSVALE,ALLEGHENY,D,BOROUGH,721010
422591,SWOYERSVILLE,LUZERNE,D,BOROUGH,401109
422592,SYKESVILLE,JEFFERSON,D,BOROUGH,170310
422593,SYLVANIA,POTTER,D,TOWNSHIP,530104
422594,SYLVANIA,BRADFORD,D,BOROUGH,80609
422595,TAMAQUA,SCHUYLKILL,D,BOROUGH,541003
422596,TAMAQUA ASD,SCHUYLKILL,E,SCHOOL DISTRICT,541000
422597,TARENTUM,ALLEGHENY,D,BOROUGH,710604
422598,TATAMY,NORTHAMPTON,D,BOROUGH,480405
422599,TAYLOR,FULTON,D,TOWNSHIP,290202
422600,TAYLOR,LAWRENCE,D,TOWNSHIP,370502
422601,TAYLOR,LACKAWANNA,D,BOROUGH,350802
422602,TAYLOR,BLAIR,D,TOWNSHIP,70506
422603,TAYLOR,CENTRE,D,TOWNSHIP,70604
422604,TELFORD,BUCKS,D,BOROUGH,461505
422605,TELFORD,MONTGOMERY,D,BOROUGH,461505
422606,TELL,HUNTINGDON,D,TOWNSHIP,310411
422607,TEMPLE,BERKS,D,BOROUGH,0
422608,TERRE HILL,LANCASTER,D,BOROUGH,360506
422609,TERRY,BRADFORD,D,TOWNSHIP,80706
422610,TEXAS WALLENPAUPACK,WAYNE,D,TOWNSHIP,520209
422611,THOMPSON,SUSQUEHANNA,D,BOROUGH,580607
422612,THOMPSON,SUSQUEHANNA,D,TOWNSHIP,580608
422613,THOMPSON,FULTON,D,TOWNSHIP,290304
422614,THOMPSONTOWN,JUNIATA,D,BOROUGH,340113
422615,THORNBURG,ALLEGHENY,D,BOROUGH,731005
422616,THORNBURY,CHESTER,D,TOWNSHIP,151203
422617,THORNBURY,DELAWARE,D,TOWNSHIP,151208
422618,THREE SPRINGS,HUNTINGDON,D,BOROUGH,310412
422619,THROOP,LACKAWANNA,D,BOROUGH,350503
422620,TIDIOUTE,WARREN,D,BOROUGH,620120
422621,TILDEN,BERKS,D,TOWNSHIP,60905
422622,TIMBLIN,JEFFERSON,D,BOROUGH,330314
422623,TINICUM,DELAWARE,D,TOWNSHIP,230504
422624,TINICUM,BUCKS,D,TOWNSHIP,91006
422625,TIOGA,TIOGA,D,BOROUGH,590113
422626,TIOGA,TIOGA,D,TOWNSHIP,590114
422627,TIONESTA,FOREST,D,BOROUGH,270109
422628,TIONESTA,FOREST,D,TOWNSHIP,270110
422629,TITUSVILLE,CRAWFORD,D,CITY,200505
422630,TITUSVILLE ASD,VENANGO,E,SCHOOL DISTRICT,200500
422631,TOBOYNE FANNTT-METL,PERRY,D,TOWNSHIP,280203
422632,TOBY,CLARION,D,TOWNSHIP,160705
422633,TOBYHANNA,MONROE,D,TOWNSHIP,450307
422634,TODD,FULTON,D,TOWNSHIP,290104
422635,TODD,HUNTINGDON,D,TOWNSHIP,50510
422636,TOPTON,BERKS,D,BOROUGH,60304
422637,TOWAMENCIN,MONTGOMERY,D,TOWNSHIP,461107
422638,TOWAMENSING,CARBON,D,TOWNSHIP,130304
422639,TOWANDA,BRADFORD,D,BOROUGH,80507
422640,TOWANDA,BRADFORD,D,TOWNSHIP,80508
422641,TOWANDA ASD,BRADFORD,E,SCHOOL DISTRICT,80500
422642,TOWER CITY,SCHUYLKILL,D,BOROUGH,221106
422643,TOWNVILLE,CRAWFORD,D,BOROUGH,200413
422644,TRAFFORD,ALLEGHENY,D,BOROUGH,651504
422645,TRAFFORD,WESTMORELAND,D,BOROUGH,651504
422646,TRAINER,DELAWARE,D,BOROUGH,230203
422647,TRAPPE,MONTGOMERY,D,BOROUGH,461206
422648,TREDYFFRIN,CHESTER,D,TOWNSHIP,150902
422649,TREDYFFRIN-EASTTOWN S D,CHESTER,E,SCHOOL DISTRICT,150900
422650,TREMONT,SCHUYLKILL,D,BOROUGH,540504
422651,TREMONT,SCHUYLKILL,D,TOWNSHIP,540505
422652,TRI-VALLEY S D,SCHUYLKILL,E,SCHOOL DISTRICT,541100
422653,TRINITY ASD,WASHINGTON,E,SCHOOL DISTRICT,631300
422654,TRIUMPH,WARREN,D,TOWNSHIP,620121
422655,TROUTVILLE,CLEARFIELD,D,BOROUGH,170306
422656,TROY,CRAWFORD,D,TOWNSHIP,200414
422657,TROY,BRADFORD,D,BOROUGH,80610
422658,TROY,BRADFORD,D,TOWNSHIP,80611
422659,TROY ASD,BRADFORD,E,SCHOOL DISTRICT,80600
422660,TRUMBAUERSVILLE,BUCKS,D,BOROUGH,91306
422661,TULLYTOWN,BUCKS,D,BOROUGH,91203
422662,TULPEHOCKEN,BERKS,D,TOWNSHIP,61505
422663,TULPEHOCKEN ASD,BERKS,E,SCHOOL DISTRICT,61500
422664,TUNKHANNOCK,MONROE,D,TOWNSHIP,450308
422665,TUNKHANNOCK,WYOMING,D,BOROUGH,660210
422666,TUNKHANNOCK,WYOMING,D,TOWNSHIP,660211
422667,TUNKHANNOCK ASD,WYOMING,E,SCHOOL DISTRICT,660200
422668,TUNNELHILL,BLAIR,D,BOROUGH,110912
422669,TUNNELHILL,CAMBRIA,D,BOROUGH,110912
422670,TURBETT,JUNIATA,D,TOWNSHIP,340114
422671,TURBOT,NORTHUMBERLAND,D,TOWNSHIP,490203
422672,TURBOTVILLE,NORTHUMBERLAND,D,BOROUGH,490606
422673,TURKEYFOOT VALLEY ASD,SOMERSET,E,SCHOOL DISTRICT,561000
422674,TURTLE CREEK,ALLEGHENY,D,BOROUGH,721011
422675,TUSCARORA,PERRY,D,TOWNSHIP,500106
422676,TUSCARORA,JUNIATA,D,TOWNSHIP,340115
422677,TUSCARORA,BRADFORD,D,TOWNSHIP,80707
422678,TUSCARORA S D,FRANKLIN,E,SCHOOL DISTRICT,280400
422679,TUSSEY MOUNTAIN S D,BEDFORD,E,SCHOOL DISTRICT,50500
422680,TWILIGHT,WASHINGTON,D,BOROUGH,630707
422681,TWIN VALLEY S D,BERKS,E,SCHOOL DISTRICT,151000
422682,TYRONE ALTOONA,BLAIR,D,TOWNSHIP,70103
422683,TYRONE CONEWGO VAL,ADAMS,D,TOWNSHIP,10211
422684,TYRONE,BLAIR,D,BOROUGH,70602
422685,TYRONE,PERRY,D,TOWNSHIP,500412
422686,TYRONE ASD,BLAIR,E,SCHOOL DISTRICT,70600
422687,UPPER MORELAND TWP S D,MONTGOMERY,E,SCHOOL DISTRICT,462000
422688,ULSTER,BRADFORD,D,TOWNSHIP,80106
422689,ULYSSES,POTTER,D,BOROUGH,530406
422690,ULYSSES,POTTER,D,TOWNSHIP,530407
422691,UNION,TIOGA,D,TOWNSHIP,80206
422692,UNION,CENTRE,D,TOWNSHIP,140110
422693,UNION,CRAWFORD,D,TOWNSHIP,200205
422695,UNION,BERKS,D,TOWNSHIP,60503
422696,UNION,JEFFERSON,D,TOWNSHIP,160306
422697,UNION,CLEARFIELD,D,TOWNSHIP,170307
422698,UNION LEWISBURG,UNION,D,TOWNSHIP,600104
422699,UNION,MIFFLIN,D,TOWNSHIP,440113
422700,UNION,LEBANON,D,TOWNSHIP,380506
